38.37101,-97.63264,0.4539252319
38.371,-97.63264,0.4539301758
38.37097,-97.63264,0.4539083557
38.37079,-97.6326,0.4529985962
38.37044,-97.63253,0.4539307861
38.37026,-97.63431,0.453824585
38.37018,-97.63522,0.4546861877
38.37011,-97.63585,0.4558164978
38.37009,-97.63614,0.4565241699
38.36999,-97.63727,0.4604243774
38.36995,-97.63773,0.4620859375
38.36992,-97.63806,0.4601911316
38.36986,-97.63876,0.4567071533
38.36984,-97.63896,0.4564697266
38.36983,-97.63917,0.4563225403
38.36974,-97.64007,0.45779245
38.36966,-97.64099,0.4569237976
38.36963,-97.64143,0.4563051147
38.36956,-97.64213,0.4554556885
38.36956,-97.64288,0.4555389709
38.36955,-97.64343,0.4558640747
38.36955,-97.64352,0.456011261
38.36954,-97.64357,0.4560493469
38.36953,-97.64361,0.4560585022
38.3695,-97.64365,0.4560019531
38.3695,-97.64467,0.4561412354
38.3695,-97.64591,0.4553077393
38.3695,-97.6465,0.4551966553
38.3695,-97.64674,0.4553127441
38.3695,-97.64717,0.4549594727
38.3695,-97.64774,0.4547101135
38.36949,-97.64846,0.4538382568
38.36904,-97.64846,0.4545368347
38.36878,-97.64846,0.4548969421
38.36866,-97.64845,0.4549047852
38.36797,-97.64845,0.4554421387
38.36718,-97.64844,0.4549935303
38.36638,-97.64844,0.454383667
38.36552,-97.64844,0.4539641113
38.36543,-97.64845,0.4539617615
38.3651,-97.64844,0.4540173645
38.36499,-97.64844,0.4540056152
38.36483,-97.64844,0.4539318237
38.36455,-97.64844,0.4538649902
38.3637,-97.64845,0.4539057922
38.36316,-97.64846,0.453918335
38.36258,-97.64846,0.4549526062
38.36222,-97.64846,0.4545993042
38.36222,-97.64949,0.4538386536
38.3622,-97.65076,0.452583313
38.36219,-97.65156,0.4508554993
38.36219,-97.6519,0.4501598511
38.36218,-97.65305,0.4526272278
38.36218,-97.65348,0.4526661072
38.36217,-97.65376,0.4526655273
38.36218,-97.65429,0.4513310852
38.36217,-97.65464,0.4512119751
38.36217,-97.65498,0.4506661682
38.36216,-97.65562,0.4506739197
38.36216,-97.65581,0.4507906799
38.36217,-97.65672,0.4532078857
38.36217,-97.6569,0.4536381836
38.36216,-97.65707,0.4537077942
38.36215,-97.65773,0.4539047241
38.36214,-97.65818,0.453694458
38.36214,-97.6587,0.4536363525
38.36214,-97.65891,0.4536061401
38.36215,-97.66023,0.4534266968
38.36215,-97.66088,0.4536342773
38.36215,-97.66158,0.4533015137
38.36216,-97.66183,0.4528292847
38.36216,-97.66229,0.4526837769
38.36216,-97.66252,0.4528591614
38.36216,-97.66285,0.4536419983
38.36216,-97.66302,0.4536427612
38.36216,-97.66375,0.4538598328
38.36216,-97.66421,0.4541946106
38.36216,-97.66486,0.4546065063
38.36216,-97.66552,0.4545536194
38.36216,-97.66619,0.4541351318
38.36216,-97.66689,0.4535269775
38.36117,-97.66689,0.4537701416
38.36029,-97.6669,0.4537055664
38.36018,-97.66689,0.4533907166
38.3592,-97.66689,0.4528833618
38.35819,-97.66689,0.4521970825
38.3572,-97.66689,0.4521781311
38.35624,-97.6669,0.4524360657
38.35567,-97.6669,0.4520401611
38.35529,-97.6669,0.4508022766
38.355,-97.6669,0.4503543396
38.35474,-97.66689,0.4507897034
38.35447,-97.66689,0.4497631531
38.35344,-97.66689,0.4497966614
38.35305,-97.6669,0.4498135986
38.35248,-97.66689,0.4503676758
38.3514,-97.66689,0.4524572449
38.34979,-97.66689,0.4547861938
38.34853,-97.66689,0.4553401794
38.34803,-97.6669,0.4553582458
38.34773,-97.6669,0.4553439331
38.34653,-97.66692,0.454464386
38.34419,-97.66698,0.453790863
38.34102,-97.66706,0.4529169922
38.34013,-97.66708,0.4521243896
38.33989,-97.66709,0.4521233521
38.33928,-97.66711,0.4515339355
38.33856,-97.66712,0.4525287781
38.33783,-97.66713,0.4538607178
38.33748,-97.66715,0.4537989807
38.33457,-97.66722,0.454500946
38.33387,-97.66723,0.4546488037
38.33364,-97.66724,0.4546186218
38.33341,-97.66724,0.4546577759
38.33134,-97.66725,0.4543365173
38.33091,-97.66725,0.4541946716
38.33052,-97.66725,0.4544404602
38.32915,-97.66725,0.4545355225
38.32849,-97.66725,0.4542789001
38.3249,-97.66725,0.4539447937
38.32167,-97.66725,0.4509834595
38.31969,-97.66725,0.4500235291
38.31892,-97.66725,0.4512810974
38.31855,-97.66725,0.4521168823
38.31823,-97.66725,0.4519895935
38.31753,-97.66725,0.4509341125
38.31736,-97.66725,0.4509429932
38.31718,-97.66725,0.4513059692
38.31638,-97.66724,0.4529161987
38.31592,-97.66724,0.4535453186
38.31574,-97.66724,0.4529460449
38.3156,-97.66724,0.4529855957
38.31502,-97.66723,0.4530508423
38.31484,-97.66723,0.4528307495
38.31472,-97.66723,0.4528782349
38.31286,-97.66722,0.453041748
38.31124,-97.66721,0.4528726807
38.31056,-97.6672,0.4523986206
38.30827,-97.66718,0.4523125305
38.30812,-97.66718,0.4523224792
38.30809,-97.66718,0.4523242493
38.3058,-97.66717,0.4503153687
38.30557,-97.66717,0.4503635254
38.30431,-97.66716,0.4513617249
38.30358,-97.66715,0.4512742004
38.30277,-97.66714,0.4509876709
38.30235,-97.66714,0.4500726013
38.30194,-97.66714,0.4494381409
38.30122,-97.66713,0.4501090698
38.30104,-97.66713,0.4500145874
38.29997,-97.66712,0.451815033
38.29975,-97.66712,0.4517557373
38.29888,-97.66711,0.4520039368
38.29643,-97.66709,0.4513905334
38.2951,-97.66708,0.4514264832
38.29492,-97.66707,0.4512390747
38.29398,-97.66707,0.4514050598
38.2932,-97.66705,0.4502008057
38.29239,-97.66704,0.4500512085
38.29176,-97.66704,0.4496560364
38.29087,-97.66703,0.4495030823
38.29015,-97.66703,0.4491000366
38.28982,-97.66703,0.4491519165
38.28982,-97.66793,0.4491047974
38.28981,-97.6708,0.4505862427
38.2898,-97.67149,0.4511420288
38.2898,-97.67172,0.4514944763
38.2898,-97.67195,0.45119104
38.2898,-97.67199,0.4511882629
38.28979,-97.67401,0.4511758423
38.28977,-97.67632,0.4509147949
38.28976,-97.6771,0.4508646545
38.28974,-97.68014,0.4496648865
38.28974,-97.6808,0.4488658752
38.28973,-97.68225,0.4477015076
38.28972,-97.68423,0.4490205383
38.28972,-97.6848,0.4486990967
38.28971,-97.68539,0.4490040588
38.28971,-97.68614,0.4490275269
38.28971,-97.68843,0.4478599548
38.28971,-97.68866,0.447329071
38.28971,-97.6902,0.4478190918
38.2897,-97.69306,0.4470086365
38.2897,-97.69329,0.4471056519
38.2897,-97.69535,0.4484945068
38.2897,-97.69581,0.4491057129
38.2897,-97.6965,0.4493682251
38.28969,-97.70062,0.4503037109
38.28969,-97.70141,0.4501221313
38.28969,-97.70232,0.4503344116
38.28969,-97.7037,0.4502529602
38.28967,-97.70484,0.451089325
38.28967,-97.70598,0.4511629944
38.28965,-97.70803,0.4511640625
38.28964,-97.70884,0.4511912537
38.28963,-97.71101,0.4503254395
38.28963,-97.71124,0.4499800415
38.28963,-97.71128,0.4499957886
38.28959,-97.71584,0.4517774048
38.28958,-97.71651,0.4526281433
38.28955,-97.71926,0.4518999939
38.28954,-97.72086,0.4520350342
38.28954,-97.72221,0.4518378601
38.28958,-97.7259,0.4513371887
38.28959,-97.72684,0.4512434692
38.28959,-97.7273,0.451786438
38.28959,-97.72762,0.4518166504
38.28958,-97.72777,0.4519874268
38.28957,-97.72797,0.4521159363
38.28954,-97.72821,0.4518484497
38.28949,-97.72853,0.4519457092
38.28948,-97.72862,0.4519324036
38.28941,-97.72894,0.4516737671
38.28932,-97.72927,0.451959137
38.28921,-97.7296,0.4516430054
38.28909,-97.72988,0.451841095
38.28903,-97.73002,0.4518364868
38.28886,-97.73041,0.4518409729
38.28875,-97.73068,0.452359314
38.28871,-97.73083,0.4523021851
38.28871,-97.73084,0.4523003235
38.28864,-97.73108,0.4522401123
38.28861,-97.73123,0.4522290955
38.28859,-97.73139,0.452137207
38.28857,-97.73156,0.4521406555
38.28855,-97.73178,0.4518440552
38.28855,-97.73198,0.4514080505
38.28855,-97.73212,0.4511619263
38.28856,-97.73227,0.450944519
38.28858,-97.7324,0.4508611755
38.28861,-97.73259,0.4507976685
38.28874,-97.73329,0.450621582
38.28876,-97.73342,0.4507137146
38.28904,-97.73501,0.4501853333
38.29011,-97.73424,0.4493675537
38.29061,-97.73387,0.4496868591
38.29114,-97.73344,0.4497987366
38.29129,-97.73331,0.4496484985
38.29205,-97.73262,0.4492220764
38.2926,-97.7321,0.4490863953
38.29284,-97.73184,0.4491895142
38.29331,-97.73133,0.449490448
38.29387,-97.73069,0.4499841919
38.29418,-97.73029,0.450486145
38.29425,-97.7302,0.4505007019
38.29437,-97.73004,0.450638855
38.2946,-97.72973,0.4509647522
38.29511,-97.72902,0.4509522705
38.29546,-97.72852,0.4512391663
38.29559,-97.72835,0.4511865234
38.29597,-97.72786,0.4517004395
38.29607,-97.72772,0.4521491394
38.29646,-97.72722,0.4521130981
38.29674,-97.72688,0.4520909424
38.29701,-97.72657,0.4520824585
38.29738,-97.72615,0.4519995422
38.29757,-97.72595,0.4519926147
38.29844,-97.72506,0.4509976807
38.29903,-97.72449,0.4501065369
38.29965,-97.72387,0.4501116638
38.30023,-97.72329,0.4501037292
38.30047,-97.72307,0.4501281128
